id,title,price_billions,area_m2,district_id,legal_type,raw_facilities,vector_facilities,full_desc
pr44452594,"An cư đón Tết - Giỏ hàng giá tốt nhất New City Thủ Thiêm T1/2026, tầng cao, view sông vượng khí",7.6,61.0,Q2,SOHONG,"Hồ bơi, Gym, Công viên, Siêu thị","[1,1,1,0,0,1]","Thông tin mô tả New City Thủ Thiêm có căn hiếm. Siêu phẩm 61m² view sông trực diện. Tầng trung view đẹp gió mát cả ngày. 2PN 2WC 61m² full NT. Ban công + phòng giặt thông thoáng. Giá bán tháng 1/2026 6,6T all in gồm sổ và thuế phí. Ở thì cực Chill, cho thuê sinh lời, giữ tiền thì an toàn là chắc. Newcity24H cập nhật giỏ hàng giá tốt nhất chung cư New City Thủ Thiêm (Quận 2 cũ) 1/2026, chỉ từ 87Tr/m². New City Thủ Thiêm 17 Mai Chí Thọ, P. An Khánh, TPHCM. Vị trí kim cương tâm điểm Trục Giao thông huyết mạch. 1PN 1WC 50m², không ban công: 4,8tỷ All in. 1PN 1WC 51m², có ban công: 5,2-5,5tỷ All in. 2PN 2WC 61m²: 5,8tỷ - 6,5tỷ. 3PN 2WC 86m², view nội khu: 7,6-7,850tỷ All In. 3PN 2WC 86m² View sông: 7,9tỷ - 8,2tỷ All In. 3PN 2WC 95m²: 7,8-9,3tỷ All In. 3PN 2WC 105m²: 8,7tỷ - 9,5tỷ All in. 3PN 2WC Căn góc 102m²: 9tỷ - 9,8tỷ. 3PN 112 - 133m²: 9,5-12tỷ All in. 3PN 86m² + 35m² sân vườn: 9,9tỷ All In. Duplex: 26 - 28 tỷ all in giao thô. Tiện tích dịch vụ tại chung cư: 2 hồ bơi, phòng tập Gym/yoga trong nhà, bóng bàn, thư viện, shop, siêu thị, thể thao ngoài trời, công viên, âm nhạc & hội họa trẻ em,... Vị trí cương bốn mặt thông thoáng sở hữu view sông ôm trọn tầm nhìn Thủ Thiêm & Q1. Chỉ 5 phút ra chợ Bến Thành và Landmark, liền kề trung tâm tài chính Thủ Thiêm. 1328 Căn hộ, 4 Tòa trên DT 2,4ha + 10ha DT cây xanh và mặt nước. Mật độ xây dựng vàng 24% ngay lõi đô thị Thủ Thiêm. Kết nối đi các nút giao thông chiến lược và đón quy hoạch hạ tầng giao thông trục Đông - Tây, các dự án trọng điểm trong năm 2025 - 2026. Giá Newcity24h đã bao gồm 5% sổ hồng & các loại thuế phí dịch vụ mua bán + dịch vụ quản lý cho thuê đầu - cuối trọn gói dễ dàng cho Nhà đầu tư. Giá có thể thương lượng thêm cho khách chốt mua và hỗ trợ vay ngân hàng tùy căn. Newcity giao dịch bằng HDMB có hỗ trợ vay ba bên ngân hàng Public Bank từ 6,5% cố định 1 năm, 7% cố định 2 năm. Hỗ trợ vay các ngân hàng quốc doanh khi thế chấp tài sản khác mua New City. Ms. Chi 0932 676 *** Tư vấn giỏ hàng phong Phú & xem nhà 24/7. Newcity24h Chuyên trang BĐS New City Thủ Thiêm, HAS05B Hawaii 2, 17 Mai Chí Thọ, An Khánh Q. 2. Chuyên tư vấn mua bán chuyển nhượng; ký gửi cho thuê & pháp lý chuyển nhượng New City cập Nhật đúng & đủ mới nhất 2025."
pr45124960,"Empire City - Căn góc - 2PN - 100m2 này ""đúng gu"" mình rồi - giá bán tốt nhất Tilia - chốt ngay",19.0,100.0,Q2,DANG_CAP_NHAT,Công viên,"[0,0,1,0,0,0]","Thông tin mô tả A. Căn này có vẻ ""Đúng Gu"" mình rồi, không cần xem căn nào nữa. B. Căn Góc - 2PN - 100m² ở Empire City"" không nhiều, mình nên đi xem trước. C. Nếu không xem mua căn này, chắc mình sẽ tiếc lắm... D. Mình muốn chốt mua nhanh một tài sản ở Empire City cho xong đợt tiền này... Nếu đây là 1 trong các câu nói Anh Chị đang nghĩ tới... Khi xem thông tin này?!? Hãy Gọi Hà 0938 386 *** - đi xem nhà ngay! - Vì ""Căn Góc - 2PN - 100m² - view Công viên xanh mát - Empire City"" này là ""dành cho Anh Chị""!"
pr29172609,"Bán gấp căn hộ Lavita Charm giá tốt nhất thị Trường Off (2,3 tỷ) 2PN (4,45 tỷ)",2.3,68.0,Q8,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả Ngay ga Metro số 10 Thủ Đức. 1 Căn Office Giá chỉ 2,3 tỷ. Diện tích linh hoạt, phù hợp làm văn phòng hoặc đầu tư giữ tiền. Pháp lý rõ ràng giá rẻ hơn thị trường. 2 Căn 2PN chính chủ chỉ 4,45 tỷ. Diện tích 68m² thiết kế vuông vức, thoáng mát. Full nội thất, dọn vào ở ngay. Chủ bán thiện chí sổ sẵn. Cả hai căn cùng chủ hỗ trợ xem nhà 24/7 chốt nhanh giá tốt! Liên hệ: 0939 720 ***. PKD Lavita Charm chuyên sản phẩm thật, giá thật!"
pr45135992,"GIỎ HÀNG TỔNG HỢP THE METROPOLE THỦ THIÊM - CHI TIẾT CÁC PHÂN KHU, LH: 0981 799 *** E NGÂN",42.0,94.0,Q2,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả Dưới đây là bảng liệt kê chi tiết diện tích và loại hình căn hộ đang được giao dịch sôi động nhất: 1. PHÂN KHU THE GALLERIA (GĐ1) - Nghệ thuật sống đẳng cấp Căn 1PN: Diện tích ~50m², giá từ 13.7 tỷ - 15.5 tỷ, thiết kế ấm cún phù hợp người độc thân hoặc chuyên gia. Căn 2PN: Diện tích 69m² - 77m², giá từ 20 tỷ - 25 tỷ . Layout vuông vức, tối ưu công năng. Căn 3PN: Diện tích 103m² - 110m², giá từ 25.5 tỷ - 45 tỷ . Căn góc, có ban công lớn tại phòng khách. Căn 4PN: Diện tích 168m² - 170m², giá từ 70 tỷ . View trực diện sông, phòng master siêu rộng. 2. PHÂN KHU THE CREST (GĐ2) - Sự riêng tư và Công nghệ Căn 1PN: Diện tích 47 m² ~ 79m², giá từ 11.8 tỷ - 12,5 tỷ. (Điểm đặc biệt: 1PN tại đây rộng bằng 2PN phân khu khác). Căn 2PN: Diện tích 82m² - 99m², giá từ 25 tỷ - 30 tỷ. Đều có ban công kính sang trọng. Căn 3PN: Diện tích 115m² - 121m², giá từ 31 tỷ - 60 tỷ. Thiết kế hiện đại, bếp mở chuẩn Châu Âu. 3. PHÂN KHU THE OPERA (GĐ3) - Tuyệt tác bên sông (Best Seller) Phân khu sang trọng bậc nhất với hệ thống thang máy riêng (Private Lift) cho căn 3PN và 4PN. Căn 1PN: Diện tích 54m² - 55m², giá từ 19 tỷ - 23 tỷ, thiết kế thông minh tối ưu không gian, phù hợp cho người đơn than và gđ ít hoặc chưa có em bé Căn 3PN: Diện tích 131m² - 137m², giá từ 88 tỷ - 91 tỷ. (Có thang máy riêng, view sông trực diện). Căn 4PN: Diện tích 175m² - 181m², giá từ 97 tỷ - 125 tỷ. (Thang máy riêng, bồn tắm nằm view sông). 4. PHÂN KHU THE OPUSK (GĐ4) - Đỉnh cao cuối cùng Căn 3PN: Diện tích 130m² - 150m². giá từ 70 85 tỷ Căn 4PN: Diện tích 230m² - 250m². giá từ 88 tỷ - 129 tỷ Ngoài ra còn rất nhiều căn với đa dạng phân mục và khung giá, liên hệ 0981 799 *** E NGÂN để nhận thông tin chi tiết và giá tốt nhất trong tháng 2/2026"
pr39461781,"TIN CHUẨN - 2PN2WC 70m2 3.8 tỷ, 57m2 2PN1WC 3.4 tỷ HĐMB (95%+VAT)- bài viết Q7 Boulevard - 4/2/2026",3.8,35.0,Q7,SOHONG,"Hồ bơi, Công viên, Siêu thị","[1,0,1,0,0,1]","Thông tin mô tả - Chúc mừng năm mới 2026! - Công ty TNHH tư vấn giao dịch bất động sản Newhouse (Đ/c: C/c Q7 Boulevard - Lầu 4) kính gởi quý khách bảng giá sang nhượng căn hộ Q7 Boulevard cập nhật mới nhất, nhận nhà ngay với: Office - Tel (35m²): 1.9 tỷ. 1PN 1WC (50m²): Giá 3.1 tỷ. 2PN 1WC (57m²): Giá từ 3.4 tỷ. 2PN 2WC (70m²): 3.8 tỷ - 4.2 tỷ (căn góc). 3PN 2WC (73m² - 75m²): 4.2 tỷ - 4.5 tỷ. * Giá bán bao gồm 95% (VAT) + phí bảo trì 2% + phí sang tên = nhận nhà ngay! * Giá bán chưa gồm 5% (sổ hồng). Pháp lý hợp đồng mua bán, hỗ trợ vay. * Ưu đãi từ Newhouse: Tặng Voucher 03 tiếng vệ sinh nhà trước khi bạn nhận nhà mới. - Tiện ích nội khu: Hồ bơi rộng 300m; công viên 500m; Khu vui chơi trẻ em; Khu tập thể dục; Coffee; Cửa hàng tiện lợi; Cửa hàng ăn uống. - 02 hầm gửi xe: + Xe máy: 110.000 VNĐ/chiếc (Đã bao gồm VAT). + Xe oto: 1.100.000 VNĐ/chiếc (Đã bao gồm VAT). - Phí quản lý: Chỉ 10.250 VNĐ/m (Diện tích sử dụng) - Đã bao gồm VAT. - Tiện ích ngoại khu: Liền kề khu đô thị Phú Mỹ Hưng, Chợ Phước Long,.. * Newhouse xin tổng hợp đến quý khách các bài biết về căn hộ Q7 Boulevard và cập nhật thường xuyên khi có thông tin mới: https://newhousegroup.com.vn/bai-viet/tong-hop-cac-bai-viet-cua-newhouse-ve-can-ho-q7-boulevard Nhanh tay chọn mua căn hộ Q7 Boulevard ưng ý nhất với giá tốt nhất thị trường, hãy nhất máy Call/Zalo/Sms ngay cho chúng tôi hôm nay: * Công ty TNHH tư vấn giao dịch BĐS Newhouse. * Địa chỉ văn phòng: Lầu 4 Q7 Boulevard, 600 Đường Nguyễn Lương Bằng, Phú Mỹ, Quận7. * Hotline: 0949 500 *** (Call/SMS/Zalo). * Email: support@newhousegroup.com.vn. * Website: https://newhousegroup.com.vn/"
pr44642376,Hải Yến Nam Minh Land - Giỏ hàng bán căn hộ Saigon Pearl 2PN - 3PN - 4PN - Penthouse giá T01/2026,8.8,86.0,BINHTHANH,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả Công ty TNHH bất động sản Nam Minh Land - Chuyên mua bán & cho thuê các căn hộ giá tốt nhất thị trường các dự án Saigon Pearl, Sunwah Pearl, Opal Tower. Xem nhà ngay. Hình ảnh thật 100%. (*) Giỏ hàng hơn 500 căn hộ đang cho bán - cho thuê tại các dự án Saigon Pearl, Sunwah Pearl: Ngoài ra em xin tổng hợp những căn hộ giá tốt đang chào bán: ĐẶC BIỆT - Penthouse Ruby 2, view sông DT 218 m², nội thất đầy đủ, bán 27 tỷ (còn thương lượng). (*) Căn 2 phòng ngủ: - Căn 2PN - 2WC diện tích 86m² view Landmark 81 giá từ 8,8 tỷ 9,5 tỷ. - Căn 2PN - 2WC diện tích 90m², 92m² view sông, giá từ 9,5 tỷ - 10,5 tỷ. - Căn 2PN Opal Saigon Pearl giá từ 11,2 tỷ. (*) Căn 3 phòng ngủ: - Căn 3PN - 2WC, 125m² - 135m² view Landmark 81, giá từ 12,8 tỷ. - Căn 3PN - 3WC view sông Sài Gòn giá từ 14,x tỷ. - Căn 3 PN diện tích lớn 152m² - Giá 20 tỷ - Căn ghép 4 căn Sapphire 1, DT 451m², view 270 độ, full nội thất cao cấp. Bán 5x tỷ. - Căn 4 Phòng ngủ 145m² Topaz 1 tầng cao Giá 20 tỷ (có thương lượng). - Căn hoa hậu Ruby 1 tầng cao trục 03 - 206m² - Giá 24 tỷ (có thương lượng). - Penthouse Sapphire 2, view sông DT 230 m², nội thất đầy đủ, bán 30 tỷ. - 2 căn Duplex (tầng 35 + 36 + 37) diện tích sử dụng 650m² giá bán 80 tỷ - 85 tỷ. Rất nhiều sự lựa chọn khác đang chờ. Hãy liên hệ ngay và cho Hải Yến biết nhu cầu của anh chị để sớm tìm được căn hộ ưng ý. Chúc anh/chị sớm tìm được căn hộ ưng ý. Liên hệ Công ty TNHH Bất Động Sản Nam Minh Land để nhận thông tin mới nhất và đặt lịch xem căn hộ ngay hôm nay! Hotline: 0963 775 *** - Mrs. Hải Yến. - Giám Đốc Zalo/Viber: 0963 775 *** Website: namminhland.vn"
pr44769851,"Tặng cư dân Mas -2% - tháp B2- Căn 2PN chỉ 7,87 tỷ -Giỏ 30 căn khu CT5 The Global City -Đóng giãn",7.87,77.5,Q2,DANG_CAP_NHAT,"Hồ bơi, Công viên","[1,0,1,0,0,0]","Thông tin mô tả * Nếu anh chị là cư dân Masterise Homes ở bất kỳ dự án nào - được tặng thêm 2% trừ vào giá bán. Đội ngũ hỗ trợ chuyên trách dự án, Giỏ căn đủ loại. Vị trí vàng: Nằm ngay trung tâm đại đô thị The Global City. - Masteri Park Place (CT5). * Căn 2PN 2WC: Tháp B2 - tầng trung. - Diện tích: 77,5 m². - Hướng view hồ bơi - kênh đào nhạc nước - sông - Biệt thự vườn, bến du thuyền,... Ban công Tây Bắc. Giá chỉ: 7,87 tỷ chưa VAT - TT đến quý 2 /2026. + Chiết khấu ưu tiên 1% + chiết khấu cư dân 2%. ========================= + 3 offer thanh toán, đóng giãn 2 năm, hoặc 3 năm. Chiết khấu ưu tiên: 12% - 6,5%. Chiết khấu sớm thêm 3%. + Hỗ trợ lãi suất đến 31/10/2028. * Tổng chiết khấu đến 15% cao nhất cho khách hàng. ================ Giỏ hàng có đủ căn: Tại 4 tháp A1 - A2 - B1 - B2. Các loại căn 2PN - 3pN - 4PN. + Tháp B2: 7,87 tỷ - 8,16 tỷ căn 2PN. + Tháp A2: 12,5 tỷ - 14 tỷ căn 3pN - còn 2 căn Nhạc Nước trực diện. + Tháp A1: 9 tỷ - 11 tỷ căn 2pn View sông. ===================================== * Hỗ trợ xem The Global City - nhà mẫu - thực tế dự án sa bàn. - Offer đúng tầng - đúng view, cập nhật căn liên tục tại dự án. - Đội ngũ chuyên trách - thường trực tại dự án, hỗ trợ trong và sau bán hàng tất cả mọi khâu cho khách mua đầu tư. ======================================= Phát triển bởi: Masterise Homes thương hiệu bất động sản cao cấp hàng đầu. * CT5 - sở hữu vị trí vàng, đối diện TTTM 123.000m², The Global City. * Tiện ích chuẩn resort: Hồ bơi điện phân muối, Sky Garden, kính Low - E 3 lớp, sảnh đón cao 7m sang trọng. * Kênh đào nhạc nước lớn nhất. * Khu đô thị all in one, lõi trung tâm TP. HCM, Khu An Phú, quận 2. ============== * 2PN (2 phòng ngủ). Diện tích: 77 - 88m². Giá all - in: 9.5 tỷ - 11 tỷ. ============================= Tham quan chi tiết hơn tại The Global City & sa bàn thực tế dự án. Báo giá chi tiết căn - tìm căn theo yêu cầu tốt nhất: Mr Nhựt: 0906 784 *** (zalo /callme)."
pr44677246,Chuyên mua bán căn hộ Celadon City: Giá tốt - Vị trí đẹp (Diamond Alnata-Brilliant-Plus & Centery),9.1,121.0,BINHTHANH,SOHONG,"Hồ bơi, Gym, Siêu thị","[1,1,0,0,0,1]","Thông tin mô tả Cam kết ""Giá gốc + Ưu đãi + Khuyến mãi"" tốt nhất từ CĐT, sẵn chìa khoá hỗ trợ xem nhà 24/7. Em Thuận 0933 149 *** - Nhân viên viên CĐT Gamuda chuyên mua bán căn hộ Celadon City quận Tân Phú Chuyên mua bán chuyển nhượng giá tốt - giá gốc trực tiếp từ CĐT ưu đãi ck cao: Chiết khấu lên đến 29% - Chỉ thanh toán 20% nhận nhà, còn lại trả chậm 2 - 3 năm 0% lãi suất. Đây là Cơ hội cuối cùng sở hữu căn hộ Celadon City giá tốt, mua trực tiếp từ CĐT tại 4 phân khu cao cấp Diamond Alnata - Diamond Brilliant - Diamond Alnata Plus - Diamond Centery với chính sách ưu đãi tốt nhất. ** Tổng hợp giá bán căn 2PN, 3PN, 4PN tại tất cả các phân khu Diamond: - Căn 2PN2WC diện tích 85m², 96m² giá chỉ từ 6.2 tỷ đến 8.2 tỷ - Căn 112m² - 2PN+1 giá chỉ từ 8 tỷ (có thể thiết kế được 3 phòng ngủ) - Căn 3PN+1: Diện tích 141m², 160m² giá chỉ từ 9.2 tỷ - Loại thiết kế 3PN3WC, 121m² giá chỉ từ 9.1 tỷ, tặng free ô xe định danh tầng hầm, thanh toán dãn 2 - 3 năm. - Duplex, Penhouse, Skylinked diện tích lớn 163m², 198m², 242m², 289m² giá từ 12 tỷ - 20 tỷ - Lịch biểu thanh toán linh hoạt: * Thanh toán nhanh nhận nhà, chiết khấu cao từ 11% - 14% - 29% tặng 06 tháng phí quản lý. * Thanh toán dãn dài 36 tháng: - Đợt 1: Thanh toán 20% + 2% phí bảo trì nhận nhà ở ngay. - Đợt 2: 6 tháng sau kể từ đợt 1 thanh toán 10%. - Đợt 3: 12 tháng sau kể từ đợt 1 thanh toán 10%. - Đợt 4: 18 tháng sau kể từ đợt 1 thanh toán 10%. - Đợt 5: 24 tháng sau kể từ đợt 1 thanh toán 10%. - Đợt 6: 30 tháng sau kể từ đợt 1 thanh toán 10%. - Đợt 7: 36 tháng sau kể từ đợt 1 thanh toán 25%. - Đợt 8: Thanh toán 5% nhận sổ hồng. - Mỗi căn hộ được tặng 1 suất đậu xe hơi định danh tầng hầm. - Nội thất bàn giao cao cấp từ các thương hiệu uy tín. - Môi trường sống xanh, tiện nghi đáng sống bậc nhất tại Tp.HCM - Đủ đầy tiện ích nội khu: Hồ bơi tràn, Gym, Xông hơi, Yoga, Massage, Cigar Lough, Trung tâm thương mại Aeon Mall, Khu phức hợp thể thao hiện đại - Dịch vụ quản lý 5* từ Savill, xe điện đưa đón siêu thị Aeon Mall mỗi ngày * Liên hệ Em Thuận 0933 149 *** - Nhân viên CĐT Gamuda Land hỗ trợ Anh Chị xem nhà 24/7 - tư vấn đầy đủ các chính sách ưu đãi tốt nhất từ CĐT. - Em Thuận chuyên mua bán căn hộ chung cư Celadon City quận Tân Phú, hỗ trợ Anh Chị tìm căn theo đúng nhu cầu tại tất cả các phân khu Diamond Alnata - Diamond Alnata Plus - Diamond Centery - Diamond Briliant. - Hỗ trợ tận tình - Tư vấn tận tâm - Giá cả tốt nhất. - Luôn cập nhật giỏ hàng những căn giá tốt từng ngày. - Cung cấp thông tin rõ ràng, chính xác. - Hỗ trợ 24/7. - Luôn đồng hành cùng Anh Chị khách hàng trước và sau khi bán hàng, đến khi nhận sổ hồng chủ quyền."
pr45127736,"Cập nhật giỏ hàng chuyển nhượng MT Eastmark, 1PN - 3 tỷ 090; 2PN - 4 tỷ 090; 3PN - 4 tỷ 9, sổ sẵn",3.0,63.0,Q9,DANG_CAP_NHAT,"Hồ bơi, Gym","[1,1,0,0,0,0]","Thông tin mô tả Em Liên nắm giỏ hàng độc quyền căn chuyển nhượng tại MT Eastmark City, giá tốt nhất thị trường, sổ sẵn hỗ trợ vay ngân hàng, đủ tầng view hướng. Anh chị gọi ngay: 0972 740 *** để em hỗ trợ tư vấn và xem nhà. - Căn office 65 - 75m² giá bán hiện tại 2 tỷ 700 triệu. - Căn 1PN + 1, 1WC giá bán hiện tại 3 tỷ 090 triệu, view ngoài và view nội khu. - Căn 2PN2WC, 73m² giá bán hiện tại 4 tỷ 090 triệu, view hướng bắc, view sông. - Căn 3PN3WC, 99m² dual key giá bán hiện tại 4 tỷ 900 triệu, view hoa hậu 3 mặt hồ bơi. - Căn shophouse giá bán hiện tại 8 tỷ mặt nội khu đẹp. + Tiện ích nội khu: Miễn phí sử dụng hồ bơi resort, phòng gym, bbq, sân thể thao đa năng... + Ngoài ra em nắm độc quyền giỏ hàng trực tiếp từ chủ đầu tư chiết khấu lên tới 8%, thanh toán giãn tới 24 tháng, ân hạn gốc tới 18 tháng. Anh chị liên hệ: 0972 740 *** em Thúy Liên sẵn chìa khóa hỗ trợ xem nhà 24/7, xem được đủ tầng view hướng. Cảm ơn anh chị đã xem tin. Trân trọng!"
pr45127324,Masteri Grand View đã cất nóc - 1pn tầng trung - giá tốt,6.7,52.0,Q2,DANG_CAP_NHAT,"Hồ bơi, Công viên, Trường học, Bệnh viện","[1,0,1,1,1,0]","Thông tin mô tả Bán/chuyển nhượng căn hộ Masteri Grand View thuộc đại đô thị The Global City, An Phú, Quận 2 (TP. Thủ Đức), mặt tiền Đỗ Xuân Hợp. Dự án liền kề trung tâm thương mại 123.000m², bệnh viện tiêu chuẩn quốc tế, hệ thống trường học liên cấp quốc tế, công viên 10.000m² và kênh đào nhạc nước 2km ngay nội khu. * Tòa Glow * 1PN 1WC. Diện tích: 56.9m2 Giá: 6tỷ700 * Điểm nổi bật Masteri Grand View. - Thiết kế bởi Foster + Partners và WATG. - Full kính từ sàn đến trần, tầm view panorama thoáng rộng. - Mật độ 8 căn/sàn, giai đoạn 1 gồm 2 tòa Spark & Glow (gần TTTM). - Tiện ích nội khu: Hồ bơi vô cực, hồ bơi trẻ em, vườn thư giãn/thiền, khu thể thao ngoài trời, BBQ, phòng game, phòng đa chức năng, studio sáng tạo nội dung. - Dự kiến nhận nhà Quý 4/2026. - Chính sách thanh toán linh hoạt: Theo tiến độ, hỗ trợ vay ngân hàng (tùy thời điểm), thanh toán sớm chiết khấu cao. * Phù hợp. - Ở thật: Đầy đủ tiện ích, gần trường học bệnh viện mua sắm. - Đầu tư: Vị trí trung tâm đại đô thị, tiềm năng khai thác cho thuê. Liên hệ để nhận bảng căn đẹp theo tòa/tầng/view + layout + lịch thanh toán chi tiết: 0329 881 ***"
pr44574596,"Đón đầu hạ tầng với căn hộ chuẩn resort khu nam - giá chỉ từ 3,3 tỷ - chính sách thanh toán ưu đãi",3.3,46.0,NHABE,DANG_CAP_NHAT,,"[0,0,0,0,0,0]","Thông tin mô tả Khải Hoàn Prime mở bán 100 căn hộ cuối cùng view sông đẹp nhất dự án - cam kết thuê lại 2 năm. Giá chỉ từ 3,3 tỷ căn bàn giao NT cao cấp. Chiết khấu ngay 1% & 50triệu cho KH đặt chỗ sớm trước 09/01/2026. Chỉ Thanh toán 680tr nhận nhà. Ngân hàng hỗ trợ 0% LS 24 tháng. Chiết khấu lên đến 15%. ------------------------------------ 100% căn hộ view sông, dẫn đầu phong cách sống thời thượng dẫn sóng tiềm năng sinh lời bậc nhất Nam Sài Gòn đang tìm kiếm chủ nhân xứng tầm tại The Gali - Khai Hoan Prime. --------------------------------- Vị trí đường Lê Văn Lương, Nhơn Đức, liền kề KĐT ZeitGeist, 10 phút đến Phú Mỹ Hưng Q7. Giá bán tốt nhất tại TP HCM. Căn hộ 1PN: 45,8m² - 56m² giá chỉ từ 3,3 tỷ - 3,6 tỷ. Căn 2PN: 56m² - 76m² giá từ 3,9 tỷ - 4,6 tỷ. Căn 3PN + 2WC: 80 - 90m² giá chỉ từ 5,8 tỷ - 6,7 tỷ. Giá bán chưa bao gồm các chiết khấu tt nhanh và quà tặng. --------------------------------- Tiêu chuẩn bàn giao căn hộ Khải Hoàn Prime. Cửa gỗ chống cháy 4 lớp An Cường. Khoá từ Hafele 4 chức năng. Hệ thống tủ bếp trên và kệ bếp dưới gỗ An Cường. Bếp điện từ Hafele & Bồn rửa 2 ngăn và vòi rửa Hafele. Phòng tắm bàn giao đầy đủ với thiết bị cao cấp Hafele. Hệ thống Auto Call và báo động khẩn cấp (SOS). Tường, Trần, Sàn Gỗ và hệ thống điện đầy đủ. ------------------------------------ Thanh toán chỉ 20% đến khi nhận nhà! Ngân hàng hỗ trợ vay lên đến 70% không lãi suất 24 tháng & ân hạn gốc 36 tháng. Bàn giao nội thất cao cấp toàn bộ là HAFELE. Tiến độ: Đang thi công móng hầm. Quý 1/2027 nhận nhà. Miễn phí quản lý 12 tháng đầu tiên. ------------------------------------ Chính thức nhận booking 50 triệu/ suất (có hoàn lại), Ưu đãi chiết khấu ngay 1% & 50triệu dành cho Khách hàng đặt chỗ sớm trước ngày 09/01/026."
pr45127041,Giảm liền 200tr - bán nhanh căn 3PN chung cư Green River Quận 8 - chỉ còn 3.35tỷ,3.35,80.0,Q8,DANG_CAP_NHAT,"Hồ bơi, Gym, Trường học, Siêu thị","[1,1,0,1,0,1]","Thông tin mô tả Sở hữu ngay - chung cư đáng sống tại Quận 8. - Tầng trung - thoáng mát - nhận nhà ở ngay. - 80m² - 3PN - 2WC. - Nhà hoàn thiện cơ bản. - Nhận nhà mới 100% là chủ đầu tiên dọn vào sinh sống. - Chỉ 3.35tỷ. - Chung cư có đầy đủ tiện ích đáp ứng mọi nhu cầu an - sinh - giáo - dưỡng cho anh chị. + Có trung tâm thương mại ngay khối đế - tiết kiệm rất nhiều thời gian ăn uống, mua sắm, vui chơi cho anh chị. + Siêu thị coop mart tha hồ mua sắm. + Viện tiêm chủng vnvc - cho con nhỏ thì cục kỳ tiện lợi. + Hội anh văn việt mỹ. + Trường mầm non quốc tế, trường tiểu học. + Khu vui chơi trẻ em, kfc, hồ bơi, gym, khu sinh hoạt cộng đồng.. - Chỉ 15 - 20phút kết nối tới trung tâm quận 1. - Chỉ 5 - 15 phút kết nối qua các quận lận cận 4,5,6,7,10, bình chánh.. - Liên hệ linh ngay để được tư vấn và xem nhà thực tế. Giá đang cực kỳ tốt cho ngay trung tâm quận 8 - với số lượng căn cực giới hạn. - Nhấc máy gọi Linh ngay nha."
